"","National Savings & Investments - Prize winners October 2021","","","","","",""
"","","","","","","",""
"","Prize Value","Winning Bond NO.","","Total V of Holding","Area","Val of Bond","Dt of Pur"
"","1000.0","177EX275655","","50000.0","West Scotland","5000.0","40568.0"
"","1000.0","292WW189998","","50000.0","Berkshire","36996.0","42753.0"
"","1000.0","232BN195687","","30000.0","North East Scotland","30000.0","41908.0"
"","1000.0","357FG864822","","44000.0","West Sussex","26450.0","43568.0"
"","1000.0","279FE694615","","50000.0","Essex","30000.0","42600.0"
"","1000.0","332DH730468","","40000.0","Leicestershire","40000.0","43257.0"
"","1000.0","273NN617461","","50000.0","Essex","49475.0","42514.0"
"","1000.0","265GS199963","","50000.0","Cleveland","20000.0","42396.0"
"","1000.0","107MR899250","","30000.0","Sefton","5000.0","38780.0"
"","1000.0","432NH485679","","50000.0","Greater Manchester","44975.0","44211.0"
"","1000.0","462PA708007","","50000.0","Glasgow, City of","19992.0","44386.0"
"","1000.0","332YF721985","","50000.0","Greater Manchester","50000.0","43270.0"
"","1000.0","418GE775131","","50000.0","Reading","5000.0","44125.0"
"","1000.0","434PJ917149","","50000.0","Kent","36150.0","44221.0"
"","1000.0","177EX620829","","49980.0","York","14000.0","40568.0"
"","1000.0","178NB239023","","50000.0","Cheshire West and Chester","5000.0","40602.0"
"","1000.0","101VP673428","","50000.0","Hereford and Worcester","1000.0","38655.0"
"","1000.0","383VG956052","","20235.0","Essex","14135.0","43881.0"
"","1000.0","195CC637132","","25000.0","Overseas","25000.0","41114.0"
"","1000.0","310PX777725","","50000.0","Bradford","6800.0","42983.0"
"","1000.0","424BW538535","","46000.0","Manchester","34500.0","44160.0"
"","1000.0","289QP724906","","50000.0","Essex","15000.0","42711.0"
"","1000.0","119AH246847","","22552.0","Somerset","1000.0","39020.0"
"","1000.0","369NM152126","","50000.0","Kent","40000.0","43722.0"
"","1000.0","346HN498064","","15150.0","West Sussex","14225.0","43434.0"
"","1000.0","392SW823557","","50000.0","County Durham","50000.0","43950.0"
"","1000.0","371SA333551","","50000.0","Devon","43980.0","43745.0"
"","1000.0","379JD549846","","40000.0","West Sussex","20000.0","43834.0"
"","1000.0","338SZ714803","","30000.0","South Scotland","1000.0","43343.0"
"","1000.0","186JV867322","","50000.0","Outer London","10000.0","40847.0"
"","1000.0","419HZ700818","","50000.0","North Yorkshire","27000.0","44132.0"
"","1000.0","455YJ176884","","22195.0","Brighton and Hove","11470.0","44337.0"
"","1000.0","82CG617881","","50000.0","Overseas","2000.0","36861.0"
"","1000.0","436PL066085","","35500.0","Cornwall","16000.0","44228.0"
"","1000.0","20SW127823","","1230.0","Hertfordshire","100.0","32509.0"
"","1000.0","457MD943129","","50000.0","Wandsworth","50000.0","44349.0"
"","1000.0","10TA049887","","30000.0","Norwich","5000.0","37288.0"
"","1000.0","179KC635230","","10000.0","Nottinghamshire","10000.0","40632.0"
"","1000.0","216VA835869","","50000.0","Suffolk","29999.0","41665.0"
"","1000.0","420JM829218","","18075.0","London","10000.0","44134.0"
"","1000.0","413GP788225","","45300.0","Hampshire and Isle of Wight","20000.0","44092.0"
"","1000.0","384KG414248","","26079.0","Greater Manchester","5000.0","43887.0"
"","1000.0","395QL256590","","50000.0","Essex","10000.0","43974.0"
"","1000.0","194YL840061","","50000.0","Northamptonshire","20000.0","41108.0"
"","1000.0","317GT021287","","49500.0","Birmingham","48500.0","43067.0"
"","1000.0","317ZD982922","","50000.0","Essex","5000.0","43075.0"
"","1000.0","270LX606384","","50000.0","Northamptonshire","45000.0","42464.0"
"","1000.0","198PN665506","","50000.0","West Midlands","800.0","41213.0"
"","1000.0","403EA748014","","35000.0","Wales","35000.0","44027.0"
"","1000.0","175FX578690","","20000.0","South Yorkshire","1000.0","40501.0"
"","1000.0","73QC361541","","50000.0","Kent","1000.0","37681.0"
"","1000.0","398VR654375","","50000.0","Cheshire West and Chester","50000.0","44000.0"
"","1000.0","297DN368738","","2000.0","Nottingham","2000.0","42797.0"
"","1000.0","413XX545620","","30000.0","Surrey","30000.0","44097.0"
"","1000.0","215WK287767","","30000.0","Oxfordshire","30000.0","41631.0"
"","1000.0","161CJ411514","","32625.0","Surrey","5000.0","40102.0"
"","1000.0","158BG866335","","28019.0","Norwich","5000.0","40007.0"
"","1000.0","426YL470246","","50000.0","Lincolnshire","23900.0","44174.0"
"","1000.0","406XJ832357","","38000.0","Preston","10000.0","44048.0"
"","1000.0","458MJ231514","","50000.0","Devon","10000.0","44358.0"
"","1000.0","299PP521112","","50000.0","Cleveland","30000.0","42830.0"
"","1000.0","284JX587377","","49542.0","Oxfordshire","10000.0","42661.0"
"","1000.0","332ZC094237","","20000.0","Oxfordshire","4990.0","43271.0"
"","1000.0","213ES218445","","50000.0","Stockport","5600.0","41575.0"
"","1000.0","420AS396770","","50000.0","West Scotland","20000.0","44134.0"
"","1000.0","401ZR452978","","45540.0","Reading","10000.0","44018.0"
"","1000.0","414NR960107","","49000.0","Warwickshire","45550.0","44100.0"
"","1000.0","460NZ590285","","50000.0","Surrey","12858.0","44374.0"
"","1000.0","401QB314240","","50000.0","Essex","38737.0","44012.0"
"","1000.0","319DW794022","","49350.0","Northamptonshire","20000.0","43095.0"
"","1000.0","120DY646267","","50000.0","Greater Manchester","5000.0","39031.0"
"","1000.0","432XC195853","","5208.0","Hertfordshire","1000.0","44211.0"
"","1000.0","380VC603638","","50000.0","London","3000.0","43851.0"
"","1000.0","108BH233439","","17000.0","Greater Manchester","5000.0","38798.0"
"","1000.0","445YH718661","","15075.0","Inner London","15000.0","44280.0"
"","1000.0","346LA562640","","35037.0","Greater Manchester","35000.0","43434.0"
"","1000.0","416SY362551","","44500.0","Northamptonshire","20000.0","44113.0"
"","1000.0","461TJ547699","","39350.0","Hampshire and Isle of Wight","6000.0","44379.0"
"","1000.0","422VH118638","","50000.0","Southampton","25000.0","44154.0"
"","1000.0","381LW394017","","50000.0","South Gloucestershire","5000.0","43857.0"
"","1000.0","279ZA166779","","48500.0","Northamptonshire","30000.0","42609.0"
"","1000.0","351HY694162","","50000.0","Wandsworth","10000.0","43495.0"
"","1000.0","315XG887380","","50000.0","Outer London","50000.0","43052.0"
"","1000.0","224RH618612","","50000.0","Wiltshire","12000.0","41813.0"
"","1000.0","355SG176743","","50000.0","Hereford and Worcester","30000.0","43551.0"
"","1000.0","265GY623889","","50000.0","Bristol, City of","25000.0","42396.0"
"","1000.0","361LR683587","","41250.0","Gloucestershire","25000.0","43622.0"
"","1000.0","221MX962598","","27000.0","Cumbria","27000.0","41779.0"
"","1000.0","379CY090588","","50000.0","Warwickshire","10000.0","43832.0"
"","1000.0","444GM309065","","10125.0","Essex","10000.0","44266.0"
"","1000.0","3YH761181","","450.0","Oxfordshire","300.0","37591.0"
"","1000.0","393ZJ293032","","31550.0","Cheshire","16000.0","43969.0"
"","1000.0","127CT863968","","5651.0","Hertfordshire","5000.0","39198.0"
"","1000.0","277PN893036","","50000.0","Reading","50000.0","42578.0"
"","1000.0","245TM506074","","50000.0","Gloucestershire","1200.0","42142.0"
"","1000.0","41QY265000","","50000.0","Lincolnshire","5000.0","38283.0"
"","1000.0","312MK524726","","50000.0","Barnet","1750.0","43008.0"
"","1000.0","359HV437514","","50000.0","Ealing","10000.0","43594.0"
"","1000.0","459ZX504669","","50000.0","Nottinghamshire","20000.0","44370.0"
"","1000.0","179QQ496349","","50000.0","Somerset","25000.0","40639.0"
"","1000.0","383KH101001","","50000.0","Hereford and Worcester","20000.0","43876.0"
"","1000.0","232ZC818487","","44325.0","Shropshire","2000.0","41923.0"
"","1000.0","292SL754165","","50000.0","Hereford and Worcester","10000.0","42751.0"
"","1000.0","288FG021014","","22230.0","Berkshire","20000.0","42698.0"
"","1000.0","292BW754302","","40875.0","Wiltshire","17500.0","42741.0"
"","1000.0","210ZY318246","","50000.0","Devon","8000.0","41519.0"
"","1000.0","384YR632300","","50000.0","Cambridgeshire","25.0","43892.0"
"","1000.0","28FD836061","","40000.0","Croydon","5000.0","36586.0"
"","1000.0","279AY037376","","50000.0","Cardiff","50000.0","42579.0"
"","1000.0","413MB454191","","50000.0","Hampshire and Isle of Wight","50000.0","44094.0"
"","1000.0","404NB696789","","16125.0","Buckinghamshire","15000.0","44036.0"
"","1000.0","181YY144729","","48000.0","Highlands and Islands","22000.0","40724.0"
"","1000.0","456EC957512","","50000.0","Berkshire","16250.0","44341.0"
"","1000.0","394NZ909858","","40000.0","North Yorkshire","25000.0","43973.0"
"","1000.0","359JK930831","","44100.0","Devon","875.0","43595.0"
"","1000.0","361SF717645","","47600.0","East Sussex","200.0","43626.0"
"","1000.0","313FM643058","","50000.0","Bristol","10000.0","43019.0"
"","1000.0","229YP560808","","49375.0","Dorset","21850.0","41879.0"
"","1000.0","162CL799394","","2100.0","Dorset","2000.0","40140.0"
"","1000.0","72SV135280","","12500.0","Leicester","2000.0","38496.0"
"","1000.0","4PD829829","","50000.0","Nottingham","5000.0","37135.0"
"","1000.0","451DB243687","","50000.0","Greater Manchester","10000.0","44310.0"
"","1000.0","20FR334244","","20005.0","Central Scotland","5000.0","37865.0"
"","1000.0","430QK702570","","50000.0","Central Bedfordshire","18000.0","44200.0"
"","1000.0","225RA240185","","50000.0","Lincolnshire","10000.0","41817.0"
"","1000.0","402TT409683","","50000.0","North Yorkshire","13000.0","44025.0"
"","1000.0","418TA482862","","50000.0","South West Wales","7499.0","44128.0"
"","1000.0","255KE524115","","50000.0","Edinburgh","11500.0","42254.0"
"","1000.0","379GV946743","","50000.0","Berkshire","50000.0","43833.0"
"","1000.0","455RT378542","","23000.0","Cheshire East","2000.0","44338.0"
"","1000.0","259PL153489","","32100.0","Kent","25.0","42310.0"
"","1000.0","310AH145170","","20000.0","Surrey","1000.0","42977.0"
"","1000.0","455QB132708","","30275.0","Hampshire and Isle of Wight","4000.0","44337.0"
"","1000.0","363PX317683","","50000.0","Buckinghamshire","49997.0","43650.0"
"","1000.0","373GD276958","","38000.0","Bristol, City of","1054.0","43764.0"
"","1000.0","217HN796326","","50000.0","Cornwall","30000.0","41674.0"
"","1000.0","454BL468856","","50000.0","Stoke-On-Trent","50000.0","44307.0"
"","1000.0","184PH877821","","14780.0","Derbyshire","10000.0","40807.0"
"","1000.0","402HW670803","","49990.0","Highlands and Islands","41000.0","44020.0"
"","1000.0","449LT120066","","27325.0","North Yorkshire","23100.0","44299.0"
"","1000.0","361LP683694","","10016.0","Bristol","3000.0","43622.0"
"","1000.0","468KZ719835","","50000.0","Staffordshire","50000.0","44434.0"
"","1000.0","136MG208153","","50000.0","Inner London","5000.0","39503.0"
"","1000.0","463FS085939","","50000.0","Warwickshire","49975.0","44392.0"
"","1000.0","422QL955362","","47000.0","Oxfordshire","47000.0","44153.0"
"","1000.0","243YX733761","","50000.0","Inner London","39125.0","42114.0"
"","1000.0","380BA433460","","45775.0","Norwich","10000.0","43843.0"
"","1000.0","205AY828892","","48350.0","Bromley","300.0","41386.0"
"","1000.0","456TP092550","","10000.0","Outer London","2000.0","44344.0"
"","1000.0","367PF587237","","50000.0","Overseas","3000.0","43700.0"
"","1000.0","339MG371036","","50000.0","Derbyshire","46500.0","43354.0"
"","1000.0","301AX641721","","47201.0","Hampshire and Isle of Wight","8000.0","42851.0"
"","1000.0","241HG916194","","50000.0","East Sussex","10000.0","42062.0"
"","1000.0","469GK579632","","45000.0","Oxfordshire","15000.0","44439.0"
"","1000.0","469DT790196","","35000.0","Brighton and Hove","7000.0","44439.0"
"","1000.0","314FX622152","","50000.0","Hampshire and Isle of Wight","50000.0","43033.0"
"","1000.0","397WD668996","","44500.0","Dorset","29525.0","43992.0"
"","1000.0","299SR335394","","20021.0","London","20000.0","42832.0"
"","1000.0","403ES740552","","50000.0","West Sussex","45000.0","44028.0"
"","1000.0","229VJ096890","","45000.0","Devon","14000.0","41878.0"
"","1000.0","427GG936766","","50000.0","Fife","50000.0","44176.0"
"","1000.0","409YT165118","","14870.0","Somerset","2000.0","44069.0"
"","1000.0","433PC423499","","35250.0","Hampshire and Isle of Wight","7000.0","44216.0"
"","1000.0","407BN195612","","11350.0","Buckinghamshire","2600.0","44048.0"
"","1000.0","443ZT809765","","50000.0","Leicestershire","25000.0","44268.0"
"","1000.0","353YL117379","","50000.0","Wandsworth","50000.0","43528.0"
"","1000.0","271QJ517438","","50000.0","Overseas","4400.0","42482.0"
"","1000.0","354HV941540","","50000.0","Bromley","30000.0","43534.0"
"","1000.0","183GB633193","","40775.0","Hertfordshire","8000.0","40750.0"
"","1000.0","268PK243223","","50000.0","Kent","18000.0","42439.0"
"","1000.0","432HB398968","","50000.0","Norfolk","43775.0","44210.0"
"","1000.0","432ZT585079","","48000.0","Buckinghamshire","12000.0","44214.0"
"","1000.0","353NX763884","","50000.0","Lancashire","2500.0","43524.0"
"","1000.0","357FP712395","","50000.0","Essex","11000.0","43568.0"
"","1000.0","424EF904826","","50000.0","Oxfordshire","50000.0","44158.0"
"","1000.0","405YQ653158","","50000.0","Wales","6000.0","44042.0"
"","1000.0","389YP397006","","50000.0","Surrey","20000.0","43941.0"
"","1000.0","234MA465676","","49001.0","Edinburgh","7000.0","41943.0"
"","1000.0","326YK453567","","49425.0","West Scotland","6000.0","43189.0"
"","1000.0","196GL319775","","40000.0","East Sussex","20000.0","41149.0"
"","1000.0","190KK086431","","34000.0","Wirral","5000.0","40966.0"
"","1000.0","247LQ299968","","50000.0","Surrey","30000.0","42160.0"
"","1000.0","385XB362380","","5775.0","Greater Manchester","2000.0","43904.0"
"","1000.0","216NE204124","","27805.0","Cambridgeshire","10000.0","41660.0"
"","1000.0","261VM260841","","31150.0","Cleveland","300.0","42341.0"
"","1000.0","419HJ719158","","50000.0","Tyne and Wear","20000.0","44131.0"
"","1000.0","171MB106847","","7000.0","Hertfordshire","5000.0","40401.0"
"","1000.0","290VK517581","","50000.0","Staffordshire","50000.0","42725.0"
"","1000.0","272AH409755","","50000.0","South West Wales","1000.0","42487.0"
"","1000.0","360FV664761","","50000.0","Brighton and Hove","1000.0","43609.0"
"","1000.0","205BH194551","","50000.0","Liverpool","30000.0","41383.0"
"","1000.0","359VW021809","","50000.0","Wandsworth","2900.0","43602.0"
"","1000.0","213BQ369312","","15500.0","West Sussex","10000.0","41572.0"
"","1000.0","91WL585921","","50000.0","Northern Ireland","5000.0","36220.0"
"","1000.0","416DC159062","","50000.0","Essex","10000.0","44108.0"
"","1000.0","460BM035851","","50000.0","Surrey","50000.0","44371.0"
"","1000.0","433ME847245","","35420.0","North East Scotland","3000.0","44216.0"
"","1000.0","456GL692049","","15000.0","Wiltshire","5000.0","44342.0"
"","1000.0","139XD316793","","50000.0","Derbyshire","5000.0","39612.0"
"","1000.0","307CW507561","","35175.0","West Sussex","34000.0","42940.0"
"","1000.0","81EP552990","","22000.0","North East Scotland","1000.0","35704.0"
"","1000.0","299DR371350","","40375.0","Manchester","10000.0","42824.0"
"","1000.0","377NK681798","","15175.0","Wandsworth","15000.0","43811.0"
"","1000.0","457YE899812","","50000.0","Cheshire East","20000.0","44353.0"
"","1000.0","161ZJ045963","","50000.0","Bromley","5000.0","40136.0"
"","1000.0","256TP178860","","50000.0","Wales","10000.0","42275.0"
"","1000.0","200BH614259","","50000.0","Kent","8000.0","41255.0"
"","1000.0","443JE108746","","50000.0","Kent","20000.0","44264.0"
"","1000.0","225HW671829","","50000.0","Birmingham","9000.0","41818.0"
"","1000.0","459NE687549","","50000.0","Wales","10000.0","44365.0"
"","1000.0","387QK260569","","31000.0","Outer London","20000.0","43919.0"
"","1000.0","392MX958017","","26075.0","Wales","750.0","43956.0"
"","1000.0","316GA721889","","50000.0","East Sussex","20000.0","43057.0"
"","1000.0","277BS316807","","50000.0","Northumberland","50000.0","42571.0"
"","1000.0","464LD086664","","2375.0","East Sussex","1000.0","44403.0"
"","1000.0","464GD111352","","50000.0","West Sussex","50000.0","44402.0"
"","1000.0","315DE627846","","50000.0","Greater Manchester","49659.0","43041.0"
"","1000.0","383LN414961","","16525.0","Croydon","16000.0","43877.0"
"","1000.0","413LA471830","","3050.0","Hampshire and Isle of Wight","3000.0","44093.0"
"","1000.0","452SW812890","","26421.0","Northern Ireland","13000.0","44317.0"
"","1000.0","362BK760245","","50000.0","Essex","10000.0","43632.0"
"","1000.0","418SF873370","","50000.0","East Sussex","30000.0","44128.0"
"","1000.0","458TP849103","","20000.0","Tyne and Wear","20000.0","44361.0"
"","1000.0","188ZV616626","","10006.0","Wiltshire","10000.0","40928.0"
"","1000.0","423DA572115","","48375.0","Northern Ireland","47000.0","44156.0"
"","1000.0","276BV573730","","50000.0","Buckinghamshire","19925.0","42553.0"
"","1000.0","249EP293994","","18000.0","Hampshire and Isle of Wight","18000.0","42179.0"
"","1000.0","447ZM868091","","45000.0","Hertfordshire","40000.0","44288.0"
"","1000.0","396PX735368","","28425.0","Lancashire","25.0","43983.0"
"","1000.0","293FF038555","","50000.0","Staffordshire","7500.0","42757.0"
"","1000.0","305PZ387890","","31001.0","Surrey","10000.0","42916.0"
"","1000.0","256CG795013","","50000.0","County Durham","38000.0","42267.0"
"","1000.0","335KB641217","","50000.0","North Yorkshire","10000.0","43304.0"
"","1000.0","285VE552062","","45000.0","Avon","45000.0","42671.0"
"","1000.0","454JW109874","","40285.0","Edinburgh","40000.0","44328.0"
"","1000.0","264QH065599","","50000.0","South West Wales","10000.0","42389.0"
"","1000.0","26RW766947","","5625.0","Wales","500.0","34335.0"
"","1000.0","409LS163046","","50000.0","Leicestershire","49000.0","44067.0"
"","1000.0","434QF229690","","50000.0","Inner London","9355.0","44222.0"
"","1000.0","235TZ390616","","50000.0","West Sussex","10000.0","41969.0"
"","1000.0","221TR744757","","50000.0","Hereford and Worcester","30000.0","41787.0"
"","1000.0","241ES269629","","50000.0","Outer London","30030.0","42065.0"
"","1000.0","258ZQ447374","","48000.0","Croydon","13000.0","42305.0"
"","1000.0","432QM240573","","50000.0","Buckinghamshire","9000.0","44212.0"
"","1000.0","178YC035011","","50000.0","North East Scotland","4990.0","40616.0"
"","1000.0","196BD662478","","32025.0","Edinburgh","10000.0","41142.0"
"","1000.0","322LE155018","","50000.0","Kent","10000.0","43131.0"
"","1000.0","393BQ674064","","30000.0","Lancashire","5000.0","43958.0"
"","1000.0","242GW941821","","42156.0","Devon","39500.0","42086.0"
"","1000.0","123DP520393","","7800.0","Outer London","1000.0","39125.0"
"","1000.0","357CR714216","","50000.0","Lancashire","48000.0","43566.0"
"","1000.0","324EX700907","","50000.0","Berkshire","5000.0","43155.0"
"","1000.0","235HP710433","","50000.0","Warwickshire","10000.0","41962.0"
"","1000.0","341BL948724","","29390.0","Hereford and Worcester","7000.0","43373.0"
"","1000.0","436HA240197","","50000.0","Berkshire","12000.0","44227.0"
"","1000.0","439NJ268398","","23000.0","Central Scotland","3000.0","44245.0"
"","1000.0","246WM163288","","50000.0","Greater Manchester","9875.0","42157.0"
"","1000.0","349KA238518","","37800.0","West Sussex","16800.0","43477.0"
"","1000.0","371GB808779","","50000.0","Cambridgeshire","25.0","43739.0"
"","1000.0","468MJ947719","","10000.0","Kent","10000.0","44434.0"
"","1000.0","37RS078776","","20000.0","North Yorkshire","500.0","34731.0"
"","1000.0","411TS870033","","31475.0","Manchester","20000.0","44079.0"
"","1000.0","369BS325345","","2125.0","Surrey","2000.0","43715.0"
"","1000.0","443XZ319087","","50000.0","Derbyshire","25000.0","44267.0"
"","1000.0","455EW838528","","50000.0","Hampshire and Isle of Wight","5000.0","44335.0"
"","1000.0","95BM658475","","33125.0","Kent","5000.0","37742.0"
"","1000.0","383EH007890","","30000.0","Cornwall","30000.0","43873.0"
"","1000.0","416PJ937854","","50000.0","Buckinghamshire","50000.0","44111.0"
"","1000.0","421LF765266","","13000.0","Wales","10000.0","44141.0"
"","1000.0","270HX781574","","38500.0","Southampton","9000.0","42462.0"
"","1000.0","433QM111624","","50000.0","Sefton","20000.0","44216.0"
"","1000.0","178QN715322","","30000.0","West Sussex","30000.0","40605.0"
"","1000.0","243KL042932","","19001.0","Wales","19000.0","42101.0"
"","1000.0","134FR482829","","50000.0","Lancashire","2000.0","39422.0"
"","1000.0","453BD913996","","48025.0","Cumbria","20000.0","44320.0"
"","1000.0","345RX083872","","11825.0","Highlands and Islands","275.0","43430.0"
"","1000.0","102BE903667","","39993.0","Outer London","5000.0","38639.0"
"","1000.0","348KS472467","","18775.0","Wirral","1000.0","43465.0"
"","1000.0","426RF163576","","50000.0","Lancashire","50000.0","44172.0"
"","1000.0","160YY891717","","50000.0","Hampshire and Isle of Wight","5000.0","40102.0"
"","1000.0","390NL419055","","47000.0","West Yorkshire","12000.0","43945.0"
"","1000.0","228AN501451","","50000.0","Lincolnshire","26800.0","41851.0"
"","1000.0","252GL032619","","50000.0","Buckinghamshire","50000.0","42212.0"
"","1000.0","189LG335931","","50000.0","Inner London","30000.0","40931.0"
"","1000.0","211WK875382","","15010.0","Central Scotland","10000.0","41541.0"
"","1000.0","386NH310067","","50000.0","Overseas","40000.0","43910.0"
"","1000.0","460AJ932399","","44000.0","Mid Scotland and Fife","21000.0","44371.0"
"","1000.0","330CF275469","","11025.0","Northamptonshire","10000.0","43231.0"
"","1000.0","426QV666472","","19000.0","Bradford","14950.0","44172.0"
"","1000.0","209KN297808","","50000.0","Essex","28600.0","41484.0"
"","1000.0","383AJ078067","","50000.0","Northamptonshire","10000.0","43871.0"
"","1000.0","223EP650519","","50000.0","Bristol, City of","10000.0","41801.0"
"","1000.0","262TA360272","","50000.0","Leicester","50000.0","42359.0"
"","1000.0","93FQ545966","","26925.0","Outer London","5000.0","37895.0"
"","1000.0","15BQ388511","","30000.0","Wales","5000.0","37742.0"
"","1000.0","58FZ605311","","50000.0","Hertfordshire","5000.0","35096.0"
"","1000.0","67FR892258","","26800.0","Surrey","5000.0","37895.0"
"","1000.0","351AL324298","","38000.0","Lincolnshire","36000.0","43489.0"
"","1000.0","399KY621587","","50000.0","Barnet","20000.0","44005.0"
"","1000.0","340AR840634","","50000.0","Hampshire and Isle of Wight","18698.0","43362.0"
"","1000.0","376MF785760","","50000.0","Central Bedfordshire","25000.0","43798.0"
"","1000.0","201XP619922","","20000.0","Suffolk","5000.0","41307.0"
"","1000.0","393AG961213","","20000.0","Inner London","10000.0","43961.0"
"","1000.0","372TB856167","","50000.0","South Gloucestershire","10000.0","43759.0"
"","1000.0","454BZ270838","","49600.0","Surrey","27000.0","44327.0"
"","1000.0","341SZ219106","","11602.0","East Sussex","1000.0","43381.0"
"","1000.0","25LY398840","","23875.0","Gwent Valleys","5000.0","37895.0"
"","1000.0","331HB095372","","40000.0","Overseas","40000.0","43245.0"
"","1000.0","144BP284102","","50000.0","Leeds","5000.0","39721.0"
"","1000.0","426BJ823242","","50000.0","South Scotland","5000.0","44168.0"
"","1000.0","190NT644270","","30000.0","Inner London","30000.0","40967.0"
"","1000.0","261RE664627","","50000.0","East Sussex","30000.0","42339.0"
"","1000.0","87WG728765","","20000.0","Hertfordshire","5000.0","37500.0"
"","1000.0","385TE919613","","50000.0","Leeds","25000.0","43902.0"
"","1000.0","439BK514530","","3500.0","Surrey","3000.0","44238.0"
"","1000.0","208KK849421","","50000.0","Hereford and Worcester","5000.0","41454.0"
"","1000.0","301SA077354","","50000.0","Wales","33000.0","42859.0"
"","1000.0","129KD121925","","15000.0","Essex","5000.0","39267.0"
"","1000.0","294TW588817","","50000.0","Inner London","1000.0","42771.0"
"","1000.0","197EQ431080","","50000.0","Inner London","1400.0","41177.0"
"","1000.0","148NV692985","","8001.0","Surrey","1501.0","39780.0"
"","1000.0","381AL333387","","50000.0","Merseyside","50000.0","43853.0"
"","1000.0","273PM564224","","48425.0","Oxfordshire","35000.0","42510.0"
"","1000.0","232MF124951","","49922.0","Devon","10000.0","41915.0"
"","1000.0","423QH536536","","14000.0","Staffordshire","1000.0","44159.0"
"","1000.0","453DC219439","","50000.0","Essex","49000.0","44321.0"
"","1000.0","109TG565762","","29800.0","Hereford and Worcester","5000.0","38836.0"
"","1000.0","243HD518366","","10000.0","Leicestershire","10000.0","42089.0"
"","1000.0","144MD325253","","50000.0","North East Scotland","5000.0","39727.0"
"","1000.0","231RZ933027","","50000.0","Gloucestershire","5000.0","41906.0"
"","1000.0","401MG949291","","50000.0","Bromley","41000.0","44014.0"
"","1000.0","334ZM358457","","50000.0","Stoke-On-Trent","100.0","43298.0"
"","1000.0","394WF099269","","50000.0","East Sussex","20000.0","43974.0"
"","1000.0","463LC843430","","50000.0","South Yorkshire","32500.0","44395.0"
"","1000.0","135PM546652","","25000.0","South Scotland","5000.0","39475.0"
"","1000.0","399ZF514769","","50000.0","Tyne and Wear","30000.0","44007.0"
"","1000.0","426EL510679","","35000.0","Outer London","3000.0","44168.0"
"","1000.0","419DW879016","","30000.0","Northamptonshire","23000.0","44131.0"
"","1000.0","402WY444523","","50000.0","Wiltshire","49975.0","44025.0"
"","1000.0","461BE844873","","50000.0","Lancashire","24950.0","44376.0"
"","1000.0","241HZ456450","","50000.0","Norwich","5000.0","42067.0"
"","1000.0","435AL262239","","20005.0","Mid Scotland and Fife","10000.0","44223.0"
"","1000.0","407ER785532","","15000.0","Kent","15000.0","44051.0"
"","1000.0","152GW263512","","15000.0","Kent","5000.0","39870.0"
"","1000.0","254NX712133","","50000.0","London","17000.0","42242.0"
"","1000.0","209LR172676","","19000.0","Inner London","500.0","41481.0"
"","1000.0","436SE526691","","2800.0","Northern Ireland","200.0","44228.0"
"","1000.0","392RL191462","","47425.0","Brighton and Hove","29995.0","43957.0"
"","1000.0","337CJ943019","","50000.0","York","20000.0","43322.0"
"","1000.0","49RG732969","","41832.0","Outer London","2000.0","37530.0"
"","1000.0","227FX643378","","50000.0","Surrey","5000.0","41843.0"
"","1000.0","132GR237290","","50000.0","Inner London","5000.0","39366.0"
"","1000.0","448MV517364","","50000.0","Essex","40000.0","44293.0"
"","1000.0","190MQ303821","","31442.0","West Midlands","10000.0","40969.0"
"","1000.0","21EH235240","","26295.0","Bedfordshire","50.0","37257.0"
"","1000.0","246JA534893","","40000.0","Barnet","20000.0","42153.0"
"","1000.0","417JA079333","","13000.0","Berkshire","10000.0","44118.0"
"","1000.0","456ZL462579","","50000.0","Nottingham","10900.0","44345.0"
"","1000.0","405DN446956","","41725.0","Somerset","1000.0","44037.0"
"","1000.0","372ND573585","","50000.0","Greater Manchester","10000.0","43756.0"
"","1000.0","399CG751398","","50000.0","Leeds","20000.0","44001.0"
"","1000.0","419VL160891","","30200.0","Cheshire West and Chester","30000.0","44133.0"
"","1000.0","333BM644185","","47104.0","Cumbria","20000.0","43272.0"
"","1000.0","411EQ747826","","10598.0","Shropshire","25.0","44075.0"
"","1000.0","290RB690841","","50000.0","Outer London","24775.0","42724.0"
"","1000.0","409LN628203","","49300.0","Barnet","4000.0","44067.0"
"","1000.0","404GL295507","","50000.0","South Scotland","25000.0","44035.0"
"","1000.0","221DC329509","","19975.0","Surrey","3000.0","41767.0"
"","1000.0","394YJ541855","","27173.0","Northern Ireland","3000.0","43973.0"
"","1000.0","346NQ075146","","11750.0","Essex","25.0","43437.0"
"","1000.0","459BN682237","","11850.0","Cleveland","5000.0","44363.0"
"","1000.0","186LF918531","","30000.0","Wales","30000.0","40851.0"
"","1000.0","265LH403306","","50000.0","East Sussex","50000.0","42382.0"
"","1000.0","435HM843367","","20000.0","Lincolnshire","20000.0","44224.0"
"","1000.0","284NW859004","","50000.0","Hertfordshire","40000.0","42663.0"
"","1000.0","462EF210048","","37610.0","Tyne and Wear","2575.0","44380.0"
"","1000.0","435KA515384","","50000.0","North East Scotland","33331.0","44224.0"
"","1000.0","260RB254026","","50000.0","Inner London","10000.0","42327.0"
"","1000.0","269TL209817","","30000.0","Kent","30000.0","42453.0"
