"","National Savings & Investments - Prize winners October 2021","","","","","",""
"","","","","","","",""
"","Prize Value","Winning Bond NO.","","Total V of Holding","Area","Val of Bond","Dt of Pur"
"","1000.0","440KZ038110","","50000.0","Berkshire","49995.0","44250.0"
"","1000.0","177PG293219","","27543.0","Leicester","2000.0","40571.0"
"","1000.0","458GE846767","","20525.0","Hampshire and Isle of Wight","10000.0","44354.0"
"","1000.0","325WP931077","","50000.0","Hertfordshire","35000.0","43178.0"
"","1000.0","104PQ081501","","49996.0","Outer London","5000.0","38716.0"
"","1000.0","321XW201071","","49993.0","Humberside","30000.0","43128.0"
"","1000.0","412WJ941479","","15050.0","Inner London","9500.0","44085.0"
"","1000.0","380KA268061","","50000.0","Suffolk","3000.0","43846.0"
"","1000.0","462AV168843","","24000.0","Hampshire and Isle of Wight","23925.0","44382.0"
"","1000.0","419MY962395","","35000.0","Inner London","20000.0","44132.0"
"","1000.0","373EE758278","","37946.0","Leicestershire","8356.0","43763.0"
"","1000.0","358TR544511","","50000.0","Surrey","49000.0","43586.0"
"","1000.0","247PQ650317","","50000.0","Fife","10000.0","42164.0"
"","1000.0","345XP588599","","40000.0","Highlands and Islands","40000.0","43430.0"
"","1000.0","440ER690556","","50000.0","Cheshire East","50000.0","44249.0"
"","1000.0","425JM981047","","50000.0","Cambridgeshire","15000.0","44165.0"
"","1000.0","294TC676770","","49950.0","Norfolk","16000.0","42770.0"
"","1000.0","371EJ000367","","47900.0","Nottingham","10000.0","43739.0"
"","1000.0","242VC728054","","20000.0","Central Bedfordshire","20000.0","42090.0"
"","1000.0","378CM183568","","50000.0","Cornwall","50000.0","43817.0"
"","1000.0","194AN381541","","50000.0","Outer London","5000.0","41074.0"
"","1000.0","352FE791390","","40450.0","Kent","40000.0","43510.0"
"","1000.0","373ZZ474398","","40000.0","Wiltshire","10000.0","43769.0"
"","1000.0","404WE761223","","27700.0","Oxfordshire","5000.0","44036.0"
"","1000.0","365CA507951","","49073.0","Shropshire","48000.0","43671.0"
"","1000.0","363MP491477","","33424.0","Hereford and Worcester","20424.0","43648.0"
"","1000.0","465YJ816478","","50000.0","Inner London","15150.0","44412.0"
"","1000.0","220WQ985780","","1150.0","Lincolnshire","25.0","41760.0"
"","1000.0","311RN915940","","49500.0","Northern Ireland","200.0","42999.0"
"","1000.0","393ZF363660","","50000.0","London","20000.0","43969.0"
"","1000.0","304KF773274","","50000.0","West Sussex","10000.0","42900.0"
"","1000.0","199CL935746","","50000.0","Fife","30000.0","41226.0"
"","1000.0","184MJ942350","","50000.0","West Sussex","30000.0","40794.0"
"","1000.0","310EX770013","","10000.0","Berkshire","10000.0","42978.0"
"","1000.0","397MC451731","","40000.0","Surrey","40000.0","43990.0"
"","1000.0","190AP653737","","24700.0","Manchester","20000.0","40955.0"
"","1000.0","251LC382780","","50000.0","Inner London","50000.0","42192.0"
"","1000.0","468TM298053","","50000.0","Inner London","47774.0","44436.0"
"","1000.0","300YR276348","","18875.0","Greater Manchester","5000.0","42851.0"
"","1000.0","53CQ560699","","29960.0","Kent","5000.0","37773.0"
"","1000.0","312EN317846","","20000.0","Outer London","3500.0","43006.0"
"","1000.0","74XY276251","","50000.0","Outer London","2000.0","38500.0"
"","1000.0","329AW619428","","9000.0","Suffolk","4500.0","43217.0"
"","1000.0","365WX746413","","40200.0","Outer London","3500.0","43677.0"
"","1000.0","458VW204110","","50000.0","Gloucestershire","15000.0","44362.0"
"","1000.0","418YQ903216","","50000.0","Buckinghamshire","13000.0","44130.0"
"","1000.0","409ZT348696","","38635.0","East Riding of Yorkshire","10000.0","44069.0"
"","1000.0","338HN612033","","50000.0","Buckinghamshire","50000.0","43334.0"
"","1000.0","346AD332548","","50000.0","Dorset","20000.0","43432.0"
"","1000.0","HV107963","","50000.0","Leeds","200.0","37803.0"
"","1000.0","25VX084197","","591.0","Norfolk","500.0","38197.0"
"","1000.0","440TP633792","","49000.0","Leicestershire","35000.0","44251.0"
"","1000.0","135FJ288191","","50000.0","Preston","2000.0","39466.0"
"","1000.0","338WE414642","","32017.0","Surrey","15042.0","43345.0"
"","1000.0","248XT445169","","50000.0","Cleveland","6000.0","42177.0"
"","1000.0","381NC271202","","10250.0","Outer London","3750.0","43858.0"
"","1000.0","444AB635476","","50000.0","Bromley","20000.0","44268.0"
"","1000.0","84QM890418","","38850.0","Essex","5000.0","38561.0"
"","1000.0","227BT414301","","50000.0","Sheffield","35000.0","41841.0"
"","1000.0","376PW362001","","40000.0","Cumbria","40000.0","43799.0"
"","1000.0","445YW813715","","50000.0","Wandsworth","25000.0","44279.0"
"","1000.0","34SH340580","","10000.0","Inner London","5000.0","37226.0"
"","1000.0","341KX331449","","50000.0","Tyne and Wear","49999.0","43376.0"
"","1000.0","301MQ657510","","50000.0","Cumbria","10000.0","42857.0"
"","1000.0","101ZY827526","","20700.0","Hereford and Worcester","5000.0","38651.0"
"","1000.0","444AC537503","","50000.0","Hertfordshire","2000.0","44268.0"
"","1000.0","403HS711352","","27025.0","Manchester","13000.0","44028.0"
"","1000.0","452FM318456","","50000.0","East Sussex","45000.0","44315.0"
"","1000.0","279AX727675","","25000.0","Cardiff","25000.0","42578.0"
"","1000.0","101GL385225","","20000.0","Tyne and Wear","5000.0","38622.0"
"","1000.0","198WK047271","","45000.0","Hampshire and Isle of Wight","29500.0","41214.0"
"","1000.0","310MB032127","","50000.0","North East Scotland","45000.0","42982.0"
"","1000.0","20LA763400","","50000.0","Outer London","100.0","37742.0"
"","1000.0","324DY906483","","50000.0","Hampshire and Isle of Wight","9000.0","43155.0"
"","1000.0","372XT088278","","50000.0","Inner London","9950.0","43761.0"
"","1000.0","258YL696534","","2600.0","Greater Manchester","150.0","42304.0"
"","1000.0","388LD989935","","25000.0","Surrey","25000.0","43921.0"
"","1000.0","213ZM107191","","20000.0","Dorset","20000.0","41590.0"
"","1000.0","328DG063799","","43500.0","Essex","10000.0","43207.0"
"","1000.0","403TG242423","","38000.0","Shropshire","3000.0","44032.0"
"","1000.0","12XA076941","","50000.0","Berkshire","3000.0","37591.0"
"","1000.0","396GS924958","","50000.0","Leeds","4125.0","43982.0"
"","1000.0","385XS798113","","50000.0","Wandsworth","40000.0","43905.0"
"","1000.0","430HG755295","","35225.0","Buckinghamshire","35000.0","44196.0"
"","1000.0","160ZT666322","","9000.0","Inner London","2000.0","40084.0"
"","1000.0","318CZ126974","","46925.0","South Scotland","25000.0","43076.0"
"","1000.0","209QN440657","","35550.0","Northumberland","25500.0","41466.0"
"","1000.0","444VB265677","","50000.0","Somerset","41000.0","44273.0"
"","1000.0","339HT434172","","45000.0","Kent","5000.0","43352.0"
"","1000.0","403FK309132","","15275.0","Staffordshire","12500.0","44028.0"
"","1000.0","285GH466742","","17000.0","Shropshire","10000.0","42669.0"
"","1000.0","370GV957705","","1995.0","West Yorkshire","1326.0","43713.0"
"","1000.0","251JL147770","","32500.0","West Sussex","20000.0","42200.0"
"","1000.0","333MG160293","","44000.0","Lancashire","20000.0","43277.0"
"","1000.0","386DE784484","","50000.0","Oxfordshire","50000.0","43907.0"
"","1000.0","387TT852921","","43550.0","Dorset","20000.0","43920.0"
"","1000.0","458FW450709","","50000.0","Kirklees","25000.0","44356.0"
"","1000.0","330CA001391","","40000.0","Buckinghamshire","40000.0","43231.0"
"","1000.0","211HP958796","","30000.0","Surrey","16800.0","41529.0"
"","1000.0","162SD288085","","25500.0","Gloucestershire","1000.0","40151.0"
"","1000.0","384EE628827","","50000.0","Overseas","1030.0","43883.0"
"","1000.0","106BQ403320","","23000.0","Buckinghamshire","5000.0","38747.0"
"","1000.0","451HQ517067","","50000.0","Cambridgeshire","10000.0","44312.0"
"","1000.0","307PM134272","","50000.0","Cornwall","50000.0","42944.0"
"","1000.0","291WX889960","","49500.0","County Durham","30000.0","42740.0"
"","1000.0","374BG289849","","26025.0","Greater Manchester","21850.0","43770.0"
"","1000.0","463KX792514","","50000.0","West Sussex","25000.0","44395.0"
"","1000.0","412SG372194","","41150.0","Edinburgh, City of","8000.0","44085.0"
"","1000.0","323SP526411","","49113.0","Sefton","21363.0","43150.0"
"","1000.0","424SX151345","","49995.0","Cambridgeshire","49990.0","44162.0"
"","1000.0","439QH632875","","21025.0","Coventry","10000.0","44245.0"
"","1000.0","301YA731593","","25775.0","London","4000.0","42863.0"
"","1000.0","104HQ276771","","43150.0","Overseas","5000.0","38707.0"
"","1000.0","454LX896866","","30050.0","Devon","30000.0","44329.0"
"","1000.0","416AE620244","","42125.0","Birmingham","39900.0","44107.0"
"","1000.0","427CK686135","","50000.0","Outer London","39600.0","44175.0"
"","1000.0","328NQ125218","","34000.0","Overseas","15000.0","43213.0"
"","1000.0","237JQ921387","","46250.0","Buckinghamshire","37850.0","42002.0"
"","1000.0","397XF854576","","50000.0","Leicester","5000.0","43992.0"
"","1000.0","352RL766682","","10000.0","Wandsworth","10000.0","43516.0"
"","1000.0","421QL573446","","50000.0","Hertfordshire","20976.0","44146.0"
"","1000.0","249HC737001","","50000.0","Northumberland","40000.0","42180.0"
"","1000.0","280YY219205","","49725.0","Reading","7000.0","42619.0"
"","1000.0","461VN827251","","2175.0","Avon","1000.0","44380.0"
"","1000.0","448KB881016","","50000.0","West Sussex","29994.0","44292.0"
"","1000.0","350WF501691","","50000.0","South Gloucestershire","50000.0","43494.0"
"","1000.0","254TS805369","","50000.0","Barnet","10000.0","42244.0"
"","1000.0","446HW549950","","50000.0","West Sussex","18000.0","44281.0"
"","1000.0","178DY668717","","20202.0","Bedfordshire","20000.0","40590.0"
"","1000.0","466GA965088","","24000.0","Dorset","24000.0","44415.0"
"","1000.0","330VN335615","","50000.0","West Yorkshire","3000.0","43242.0"
"","1000.0","464MD305976","","4500.0","Fife","1000.0","44404.0"
"","1000.0","226AB479956","","50000.0","Shropshire","2000.0","41821.0"
"","1000.0","420PX302406","","39850.0","Mid Scotland and Fife","1000.0","44135.0"
"","1000.0","370HB795748","","50000.0","Hampshire and Isle of Wight","50000.0","43732.0"
"","1000.0","445RZ878137","","49111.0","Manchester","20000.0","44279.0"
"","1000.0","367TB954694","","30210.0","York","30000.0","43702.0"
"","1000.0","267MJ544571","","50000.0","Birmingham","50000.0","42425.0"
"","1000.0","235YB286792","","50000.0","Lincolnshire","10000.0","41968.0"
"","1000.0","192KP442463","","2500.0","Wales","2500.0","41027.0"
"","1000.0","69FR254701","","50000.0","Avon","5000.0","37895.0"
"","1000.0","449XT025799","","50000.0","East Sussex","9950.0","44302.0"
"","1000.0","287NW421351","","42500.0","Cumbria","8000.0","42691.0"
"","1000.0","389ZQ555467","","21000.0","Essex","1450.0","43940.0"
"","1000.0","40FM477407","","50000.0","Leicester","5000.0","37865.0"
"","1000.0","441GP293195","","36650.0","Overseas","25000.0","44253.0"
"","1000.0","453FH347615","","50000.0","Suffolk","24998.0","44317.0"
"","1000.0","343FP551242","","43500.0","Kent","3500.0","43400.0"
"","1000.0","428DV225369","","29275.0","Bromley","15000.0","44183.0"
"","1000.0","352TR377257","","50000.0","Greater Manchester","34000.0","43517.0"
"","1000.0","267EL880303","","50000.0","Stockport","15000.0","42422.0"
"","1000.0","288DM497479","","50000.0","Wales","2000.0","42697.0"
"","1000.0","234PZ647840","","50000.0","Suffolk","40000.0","41943.0"
"","1000.0","406FG648499","","10100.0","Shropshire","400.0","44044.0"
"","1000.0","437VB822688","","50000.0","Derbyshire","15000.0","44235.0"
"","1000.0","17WT028909","","200.0","Leeds","200.0","29252.0"
"","1000.0","441QA481608","","34000.0","Norfolk","3000.0","44254.0"
"","1000.0","185TL756498","","10000.0","Northern Ireland","10000.0","40840.0"
"","1000.0","337MY023604","","36260.0","Berkshire","35160.0","43329.0"
"","1000.0","207YQ779039","","47476.0","Bromley","10000.0","41450.0"
"","1000.0","221XK070343","","50000.0","West Yorkshire","20000.0","41782.0"
"","1000.0","422RW055604","","11625.0","Devon","1200.0","44154.0"
"","1000.0","327NZ610923","","50000.0","Kent","25000.0","43199.0"
"","1000.0","318XG784608","","15350.0","Greater Manchester","14100.0","43089.0"
"","1000.0","246QH917035","","50000.0","Gloucestershire","49961.0","42156.0"
"","1000.0","241AN525757","","15100.0","Inner London","500.0","42059.0"
"","1000.0","453DR034918","","20375.0","Surrey","100.0","44320.0"
"","1000.0","410QD383275","","30074.0","Essex","30000.0","44072.0"
"","1000.0","17FX320062","","30000.0","Wales","5000.0","37865.0"
"","1000.0","397FV999409","","17000.0","Berkshire","10000.0","43987.0"
"","1000.0","148NJ110339","","30000.0","Inner London","5000.0","39797.0"
"","1000.0","468WB535455","","40150.0","South Scotland","15000.0","44436.0"
"","1000.0","151DG149037","","11120.0","Humberside","5000.0","39855.0"
"","1000.0","401JH705985","","31075.0","Bristol","1000.0","44013.0"
"","1000.0","431HY021353","","30175.0","Essex","24000.0","44204.0"
"","1000.0","24HA677415","","29995.0","Derbyshire","5000.0","36800.0"
"","1000.0","150AW480345","","30000.0","Shropshire","5000.0","39835.0"
"","1000.0","308AG209798","","50000.0","Norfolk","20000.0","42949.0"
"","1000.0","196ZH035469","","32975.0","Outer London","29000.0","41165.0"
"","1000.0","376DE981044","","50000.0","Cheshire West and Chester","29875.0","43796.0"
"","1000.0","153TL723363","","50000.0","Humberside","5000.0","39898.0"
"","1000.0","210TK068168","","25125.0","Cheshire West and Chester","5000.0","41513.0"
"","1000.0","451TA574225","","50000.0","Devon","15000.0","44313.0"
"","1000.0","299AJ542100","","40000.0","Outer London","4125.0","42824.0"
"","1000.0","357DD369132","","50000.0","Wandsworth","49965.0","43566.0"
"","1000.0","437NV846548","","35050.0","Devon","20000.0","44233.0"
"","1000.0","426SN568629","","33675.0","Havering","7300.0","44172.0"
"","1000.0","356ES939108","","50000.0","Central Scotland","6750.0","43555.0"
"","1000.0","387VP588571","","48000.0","West Midlands","4000.0","43920.0"
"","1000.0","409EB463841","","39050.0","Highlands and Islands","30000.0","44065.0"
"","1000.0","288HV103996","","17000.0","Warwickshire","15000.0","42699.0"
"","1000.0","397ZH029340","","35000.0","Central Scotland","35000.0","43993.0"
"","1000.0","340HE611320","","50000.0","Southampton","48225.0","43365.0"
"","1000.0","464KX250597","","38000.0","Essex","8000.0","44403.0"
"","1000.0","327AW365091","","45282.0","Outer London","20000.0","43191.0"
"","1000.0","33EV901347","","50000.0","Humberside","5000.0","37834.0"
"","1000.0","346FK470289","","50000.0","Staffordshire","9787.0","43434.0"
"","1000.0","403GS437773","","50000.0","Nottingham","20000.0","44028.0"
"","1000.0","287GV515610","","30000.0","South West Wales","30000.0","42689.0"
"","1000.0","240NN077072","","50000.0","Surrey","30000.0","42056.0"
"","1000.0","202MN614769","","50000.0","Dorset","3000.0","41323.0"
"","1000.0","404XX639457","","11325.0","Gloucestershire","11000.0","44039.0"
"","1000.0","227AJ604494","","50000.0","Bristol, City of","10000.0","41840.0"
"","1000.0","448DT341509","","50000.0","North East Scotland","50000.0","44291.0"
"","1000.0","411AZ895985","","40000.0","Inner London","40000.0","44075.0"
"","1000.0","411ME981501","","50000.0","Devon","800.0","44077.0"
"","1000.0","448FY549091","","50000.0","Wirral","30000.0","44292.0"
"","1000.0","408YN217681","","20050.0","Cambridgeshire","14625.0","44063.0"
"","1000.0","440EY921644","","47750.0","Central Bedfordshire","19950.0","44249.0"
"","1000.0","208ZV873365","","50000.0","Fife","20000.0","41471.0"
"","1000.0","109FL570193","","1925.0","Somerset","300.0","38831.0"
"","1000.0","447NL516486","","50000.0","Wales","50000.0","44286.0"
"","1000.0","311CG666114","","25000.0","Cumbria","8000.0","42991.0"
"","1000.0","287FJ165727","","4375.0","Wiltshire","4200.0","42688.0"
"","1000.0","419AZ189861","","50000.0","Hampshire and Isle of Wight","28400.0","44130.0"
"","1000.0","429QK617943","","50000.0","Surrey","20000.0","44194.0"
"","1000.0","457PK460475","","40175.0","Surrey","20000.0","44350.0"
"","1000.0","123KK753012","","35000.0","West Sussex","5000.0","39133.0"
"","1000.0","371AK073569","","50000.0","Wandsworth","49999.0","43738.0"
"","1000.0","121AF615690","","43450.0","Greater Manchester","5000.0","39051.0"
"","1000.0","175JL149005","","29953.0","London","5000.0","40494.0"
"","1000.0","389CF141691","","50000.0","Dorset","10000.0","43932.0"
"","1000.0","141LV136008","","29000.0","Norfolk","5000.0","39659.0"
"","1000.0","378BM437616","","50000.0","Tyne and Wear","20000.0","43818.0"
"","1000.0","333MX035832","","50000.0","Kent","50000.0","43278.0"
"","1000.0","413NJ347206","","50000.0","Hertfordshire","30000.0","44095.0"
"","1000.0","424PJ370079","","50000.0","Overseas","49900.0","44162.0"
"","1000.0","458DR169343","","15000.0","Northamptonshire","14000.0","44354.0"
"","1000.0","343YE590974","","50000.0","East Sussex","10000.0","43405.0"
"","1000.0","273DM000098","","50000.0","Central Bedfordshire","15000.0","42507.0"
"","1000.0","305QK974421","","50000.0","Cornwall","17500.0","42916.0"
"","1000.0","22ZA621523","","27525.0","West Scotland","5000.0","37530.0"
"","1000.0","438GY792799","","47093.0","London","46818.0","44237.0"
"","1000.0","370BZ566926","","5125.0","Nottingham","5000.0","43729.0"
"","1000.0","385DB577807","","50000.0","Mid Scotland and Fife","50000.0","43894.0"
"","1000.0","300KK612461","","50000.0","Hertfordshire","10000.0","42844.0"
"","1000.0","404VL451345","","15007.0","Southampton","10000.0","44038.0"
"","1000.0","247AP181056","","40150.0","Kent","9950.0","42158.0"
"","1000.0","426RE806435","","30460.0","Tyne and Wear","8500.0","44172.0"
"","1000.0","427ML975976","","50000.0","Wiltshire","50000.0","44178.0"
"","1000.0","107PP990369","","24550.0","South Gloucestershire","5000.0","38784.0"
"","1000.0","429AC433694","","49535.0","Essex","20000.0","44188.0"
"","1000.0","421GH837806","","50000.0","Northamptonshire","875.0","44140.0"
"","1000.0","229DJ721395","","49900.0","Outer London","30000.0","41865.0"
"","1000.0","284ND251200","","30000.0","East Sussex","25012.0","42662.0"
"","1000.0","161EH324018","","30000.0","Cumbria","5000.0","40108.0"
"","1000.0","453RS748059","","13000.0","Buckinghamshire","3000.0","44323.0"
"","1000.0","245XT520189","","50000.0","Kent","35000.0","42144.0"
"","1000.0","305SC664897","","50000.0","Cleveland","10000.0","42917.0"
"","1000.0","290GP557512","","37075.0","York","35000.0","42720.0"
"","1000.0","265LF261084","","50000.0","Hertfordshire","30000.0","42397.0"
"","1000.0","293SK333666","","50000.0","South Yorkshire","5000.0","42761.0"
"","1000.0","178ZN715825","","31650.0","Cumbria","15000.0","40624.0"
"","1000.0","333GB355513","","49992.0","Norfolk","20000.0","43273.0"
"","1000.0","379GJ310997","","7275.0","Staffordshire","50.0","43832.0"
"","1000.0","57XX320317","","41107.0","Wales","500.0","38386.0"
"","1000.0","398LZ643856","","47525.0","Tyne and Wear","40000.0","43998.0"
"","1000.0","292ZQ191562","","50000.0","Leicestershire","50000.0","42754.0"
"","1000.0","228HG320238","","50000.0","West Sussex","10000.0","41854.0"
"","1000.0","340GP952919","","50000.0","Outer London","28000.0","43365.0"
"","1000.0","108PJ789518","","14005.0","Berkshire","2000.0","38811.0"
"","1000.0","138NV639430","","47000.0","Outer London","5000.0","39568.0"
"","1000.0","133QX603306","","50000.0","West Midlands","5000.0","39406.0"
"","1000.0","240QG145175","","50000.0","Devon","40000.0","42055.0"
"","1000.0","266VP940710","","50000.0","Inner London","10000.0","42415.0"
"","1000.0","448WR848079","","50000.0","Lancashire","50000.0","44293.0"
"","1000.0","228VH412625","","40000.0","Inner London","10000.0","41862.0"
"","1000.0","117PJ680262","","50000.0","Havering","2000.0","39016.0"
"","1000.0","299VP525686","","50000.0","Barnet","30000.0","42832.0"
"","1000.0","338PY000259","","38000.0","Tyne and Wear","11000.0","43342.0"
"","1000.0","363XY151408","","50000.0","Berkshire","11000.0","43655.0"
"","1000.0","446AG138332","","50000.0","North Yorkshire","37000.0","44280.0"
"","1000.0","241HD813383","","20000.0","Wiltshire","10000.0","42061.0"
"","1000.0","405YR168810","","40110.0","Glasgow, City of","40000.0","44042.0"
"","1000.0","276GF782138","","50000.0","Essex","20000.0","42557.0"
"","1000.0","203ZZ643568","","50000.0","Norwich","26903.0","41360.0"
"","1000.0","15JX639017","","8500.0","Bristol","1000.0","37895.0"
"","1000.0","386HF353008","","50000.0","Inner London","49900.0","43908.0"
"","1000.0","124CZ290233","","29998.0","Bromley","5000.0","39150.0"
"","1000.0","220SJ929507","","50000.0","Central Scotland","2425.0","41759.0"
"","1000.0","119JC188163","","50000.0","Inner London","5000.0","39021.0"
"","1000.0","374BB835294","","1075.0","Devon","1000.0","43770.0"
"","1000.0","290EY497303","","50000.0","Buckinghamshire","12000.0","42719.0"
"","1000.0","224ES172791","","50000.0","North East Scotland","40000.0","41806.0"
"","1000.0","205EE392279","","50000.0","Inner London","30000.0","41386.0"
"","1000.0","255EW128968","","49402.0","Suffolk","4000.0","42250.0"
"","1000.0","337VR193945","","50000.0","Cleveland","20000.0","43334.0"
"","1000.0","300XP382655","","50000.0","Cheshire East","50000.0","42850.0"
"","1000.0","336ZA195495","","50000.0","Cleveland","3000.0","43321.0"
"","1000.0","272NY897163","","17956.0","Leeds","4000.0","42495.0"
"","1000.0","459WX237186","","50000.0","Buckinghamshire","38000.0","44370.0"
"","1000.0","391KZ787648","","26032.0","South Gloucestershire","10000.0","43950.0"
"","1000.0","277JT234798","","22000.0","Barnet","10000.0","42576.0"
"","1000.0","229XH160689","","1860.0","Wales","650.0","41878.0"
"","1000.0","365VL355266","","50000.0","Lincolnshire","50000.0","43677.0"
"","1000.0","416PR171462","","50000.0","Surrey","50000.0","44110.0"
"","1000.0","403BG260197","","49000.0","Outer London","48000.0","44027.0"
"","1000.0","273HY516677","","43250.0","Birmingham","40000.0","42510.0"
"","1000.0","169EK304182","","30925.0","North East Scotland","5000.0","40339.0"
"","1000.0","452FN548664","","42200.0","Oxfordshire","42000.0","44315.0"
"","1000.0","448TW434571","","50000.0","Hertfordshire","50000.0","44294.0"
"","1000.0","222PJ403470","","50000.0","Inner London","10000.0","41795.0"
"","1000.0","356JC859416","","32350.0","London","25.0","43556.0"
"","1000.0","435JP475924","","20200.0","Cheshire East","10000.0","44224.0"
"","1000.0","450WN974066","","5100.0","Wales","200.0","44308.0"
"","1000.0","436HY023290","","43000.0","Central Bedfordshire","36000.0","44227.0"
"","1000.0","302ZB791220","","50000.0","Cambridgeshire","50000.0","42879.0"
"","1000.0","399CE029706","","50000.0","Northumberland","50000.0","44001.0"
"","1000.0","410GP106006","","50000.0","Devon","5000.0","44071.0"
"","1000.0","296XE539109","","16340.0","Norfolk","25.0","42795.0"
"","1000.0","362AV148052","","48675.0","Wirral","500.0","43631.0"
"","1000.0","183QH893055","","21875.0","West Scotland","9000.0","40778.0"
"","1000.0","272LR551491","","50000.0","Outer London","50000.0","42493.0"
"","1000.0","178TC232661","","18000.0","Dorset","18000.0","40611.0"
"","1000.0","297AR250984","","50000.0","Liverpool","28525.0","42797.0"
"","1000.0","163SV137265","","10000.0","Nottingham","5000.0","40189.0"
"","1000.0","431DC545445","","9000.0","Hampshire and Isle of Wight","5000.0","44203.0"
"","1000.0","269PE028784","","49988.0","West Midlands","10000.0","42453.0"
"","1000.0","463RG015090","","50000.0","Edinburgh","19975.0","44397.0"
"","1000.0","266KS227218","","50000.0","Cornwall","50000.0","42410.0"
"","1000.0","376YE857021","","50000.0","West Sussex","32500.0","43803.0"
"","1000.0","424EX168506","","45000.0","Wandsworth","4000.0","44160.0"
"","1000.0","348AG870227","","50000.0","Cornwall","2500.0","43461.0"
"","1000.0","429HH899894","","35000.0","Derby","20000.0","44192.0"
"","1000.0","304SD227094","","50000.0","Surrey","48000.0","42906.0"
"","1000.0","42BJ289337","","20000.0","Devon","5000.0","37742.0"
"","1000.0","325NH834814","","43001.0","Oxfordshire","40000.0","43172.0"
"","1000.0","377SH207449","","49962.0","Humberside","49960.0","43812.0"
"","1000.0","65NN480086","","50000.0","Wiltshire","5000.0","35217.0"
"","1000.0","412AA513031","","20020.0","London","10000.0","44076.0"
"","1000.0","423PL539657","","45550.0","Cumbria","15000.0","44159.0"
"","1000.0","157MB153876","","48625.0","Wirral","2000.0","39993.0"
"","1000.0","454ZS638023","","30000.0","Norfolk","10000.0","44333.0"
"","1000.0","353VJ710024","","50000.0","Greater Manchester","50000.0","43527.0"
"","1000.0","449BK202294","","20000.0","Stockport","20000.0","44296.0"
"","1000.0","369FA446806","","35150.0","Hampshire and Isle of Wight","19850.0","43717.0"
"","1000.0","448LY817082","","50000.0","Fife","10000.0","44293.0"
"","1000.0","428CG829118","","50000.0","Bridgend and Neath Port Talbot","15500.0","44182.0"
"","1000.0","377VP376644","","50000.0","Highlands and Islands","11800.0","43815.0"
"","1000.0","403XY026434","","49000.0","Devon","4000.0","44033.0"
"","1000.0","278QN072984","","20000.0","Highlands and Islands","15000.0","42592.0"
"","1000.0","300QK173256","","40600.0","Essex","10000.0","42847.0"
"","1000.0","38FL495523","","50000.0","Liverpool","5000.0","35065.0"
"","1000.0","339EP123201","","50000.0","Kent","50000.0","43349.0"
"","1000.0","468LA909629","","22500.0","Somerset","12500.0","44434.0"
"","1000.0","430JS767524","","50000.0","Wales","30000.0","44197.0"
"","1000.0","345HW238350","","50000.0","Dorset","35000.0","43425.0"
"","1000.0","431PL003949","","50000.0","Sefton","47525.0","44206.0"
"","1000.0","254DN042165","","50000.0","West Sussex","47996.0","42237.0"
"","1000.0","361VH667048","","47273.0","Overseas","15000.0","43616.0"
"","1000.0","149DR488179","","29540.0","West Scotland","5000.0","39819.0"
"","1000.0","434SE035247","","34525.0","West Scotland","34200.0","44222.0"
"","1000.0","308QZ612225","","31450.0","Greater Manchester","30000.0","42958.0"
"","1000.0","267MQ464887","","50000.0","Nottingham","17000.0","42425.0"
"","1000.0","429BQ331790","","50000.0","Lincolnshire","49550.0","44189.0"
"","1000.0","269HV231856","","50000.0","Kent","32000.0","42451.0"
"","1000.0","227ND858641","","50000.0","Suffolk","25000.0","41831.0"
"","1000.0","325YW985557","","50000.0","Gloucestershire","10000.0","43176.0"
"","1000.0","327SW822991","","50000.0","Inner London","49000.0","43201.0"
"","1000.0","358XK655516","","40000.0","Cheshire","40000.0","43572.0"
"","1000.0","223LY338431","","50000.0","Shropshire","10000.0","41802.0"
"","1000.0","376FQ266709","","50000.0","Norfolk","48980.0","43796.0"
"","1000.0","141XC894337","","19402.0","Derbyshire","5000.0","39676.0"
"","1000.0","247SJ666709","","50000.0","East Sussex","50000.0","42165.0"
"","1000.0","176VM497858","","17300.0","Wales","7000.0","40553.0"
"","1000.0","148CH529296","","20000.0","Hampshire and Isle of Wight","5000.0","39785.0"
"","1000.0","158PP840563","","50000.0","Cornwall","5000.0","40025.0"
"","1000.0","294QG224407","","50000.0","York","10000.0","42758.0"
"","1000.0","193LM415645","","50000.0","Devon","10000.0","41060.0"
"","1000.0","375SG380615","","36310.0","Hertfordshire","3000.0","43791.0"
"","1000.0","285ZP493489","","41000.0","Derby","35000.0","42674.0"
"","1000.0","215TG717579","","17365.0","Wiltshire","25.0","41641.0"
"","1000.0","274WH783439","","45000.0","Northamptonshire","6000.0","42536.0"
"","1000.0","462QA275491","","50000.0","Essex","10000.0","44386.0"
"","1000.0","378DB967549","","44800.0","Hampshire and Isle of Wight","40000.0","43819.0"
"","1000.0","296WC082420","","50000.0","Inner London","16000.0","42795.0"
"","1000.0","41BR797561","","30000.0","Manchester","5000.0","37742.0"
"","1000.0","265YV981651","","35000.0","Hertfordshire","4000.0","42402.0"
"","1000.0","16ZR163992","","50000.0","South Scotland","5000.0","38167.0"
"","1000.0","257BD058464","","50000.0","North Yorkshire","3675.0","42277.0"
"","1000.0","207EP396620","","40000.0","Overseas","30000.0","41423.0"
"","1000.0","95VF944945","","30000.0","Devon","5000.0","36192.0"
